AAL29438.1,MES4015624.1,100.000,286,0,0,1,286,1,286,0.0,592,100.00
AAL29438.1,HBQ2613975.1,100.000,286,0,0,1,286,1,286,0.0,592,100.00
AAL29438.1,EKW4005960.1,100.000,286,0,0,1,286,1,286,0.0,592,100.00
AAL29438.1,EJG7116187.1,100.000,286,0,0,1,286,1,286,0.0,592,100.00
AAL29438.1,AMM70781.1,100.000,286,0,0,1,286,5,290,0.0,592,100.00
AAL29438.1,HCO3480053.1,100.000,286,0,0,1,286,1,286,0.0,591,100.00
AAL29438.1,HAI5030310.1,100.000,286,0,0,1,286,1,286,0.0,591,100.00
AAL29438.1,AII99784.1,100.000,286,0,0,1,286,72,357,0.0,591,100.00
AAL29438.1,WP_000027057.1,100.000,286,0,0,1,286,1,286,0.0,591,100.00
AAL29438.1,WP_215748091.1,99.650,286,1,0,1,286,1,286,0.0,591,100.00
AAL29438.1,WP_261627585.1,100.000,286,0,0,1,286,1,286,0.0,590,100.00
AAL29438.1,HDN1137928.1,100.000,286,0,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ARF47333.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,WP_161654968.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,EHC9934517.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG09566.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG13130.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,WP_240078874.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ELK1047634.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG27598.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,HBC1239896.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG13700.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10517.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG09900.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10619.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10571.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10941.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG15290.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG14225.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10332.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,WP_369671813.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10321.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,WP_117043934.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG09482.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,WP_094320566.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG09950.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG11187.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG16208.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,HAI6872260.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG14159.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,HAS9376541.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG14661.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG10160.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG11443.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG29235.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG24073.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
AAL29438.1,ANG18696.1,99.650,286,1,0,1,286,1,286,0.0,590,100.00
